,matchday,date,home_team,final_result,away_team,home_goals,away_goals,winner
345,14,1964-12-05,Borussia Dortmund,1-2,Werder Bremen,1,2,2
346,14,1964-12-05,1. FC Nürnberg,3-0,1. FC Köln,3,0,0
347,14,1964-12-05,MSV Duisburg,2-1,FC Schalke 04,2,1,0
348,14,1964-12-05,Eintracht Frankfurt,2-2,Eintracht Braunschweig,2,2,1
349,14,1964-12-05,Borussia Neunkirchen,2-2,Hertha BSC,2,2,1
350,14,1964-12-05,Hannover 96,2-1,VfB Stuttgart,2,1,0
351,15,1964-12-12,1. FC Kaiserslautern,0-1,Eintracht Frankfurt,0,1,2
352,15,1964-12-12,1. FC Köln,3-3,Borussia Dortmund,3,3,1
353,15,1964-12-12,FC Schalke 04,3-1,Hamburger SV,3,1,0
354,15,1964-12-12,TSV 1860 München,2-1,MSV Duisburg,2,1,0
355,15,1964-12-12,Werder Bremen,1-1,1. FC Nürnberg,1,1,1
356,15,1964-12-12,Hertha BSC,1-1,Hannover 96,1,1,1
357,15,1964-12-12,VfB Stuttgart,3-2,Borussia Neunkirchen,3,2,0
358,15,1964-12-12,Eintracht Braunschweig,3-0,Karlsruher SC,3,0,0
359,16,1964-12-19,MSV Duisburg,1-1,Karlsruher SC,1,1,1
360,16,1964-12-19,Borussia Neunkirchen,1-1,1. FC Nürnberg,1,1,1
361,16,1964-12-19,TSV 1860 München,2-0,Eintracht Braunschweig,2,0,0
362,16,1964-12-19,Hannover 96,2-0,Borussia Dortmund,2,0,0
363,16,1964-12-19,FC Schalke 04,1-1,Eintracht Frankfurt,1,1,1
364,16,1964-12-19,Werder Bremen,1-1,1. FC Kaiserslautern,1,1,1
365,16,1964-12-19,Hertha BSC,1-3,1. FC Köln,1,3,2
366,16,1964-12-19,VfB Stuttgart,2-4,Hamburger SV,2,4,2
367,17,1964-12-31,1. FC Nürnberg,1-1,VfB Stuttgart,1,1,1
368,17,1965-01-02,Eintracht Braunschweig,1-1,Werder Bremen,1,1,1
369,17,1965-01-02,Karlsruher SC,2-2,FC Schalke 04,2,2,1
370,17,1965-01-02,1. FC Köln,0-1,Hannover 96,0,1,2
371,17,1965-01-02,Hamburger SV,4-1,Hertha BSC,4,1,0
372,17,1965-01-02,Borussia Dortmund,5-1,Borussia Neunkirchen,5,1,0
373,17,1965-01-02,1. FC Kaiserslautern,2-0,MSV Duisburg,2,0,0
374,17,1965-01-02,Eintracht Frankfurt,4-1,TSV 1860 München,4,1,0
375,18,1965-01-09,MSV Duisburg,2-0,Eintracht Braunschweig,2,0,0
376,18,1965-01-09,Hertha BSC,1-2,1. FC Nürnberg,1,2,2
377,18,1965-01-09,FC Schalke 04,1-0,1. FC Kaiserslautern,1,0,0
378,18,1965-01-09,Werder Bremen,2-2,Eintracht Frankfurt,2,2,1
379,18,1965-01-09,VfB Stuttgart,3-2,Borussia Dortmund,3,2,0
380,18,1965-01-09,Borussia Neunkirchen,1-1,1. FC Köln,1,1,1
381,18,1965-01-09,Hannover 96,1-2,Hamburger SV,1,2,2
382,11,1965-01-11,Borussia Neunkirchen,1-0,Karlsruher SC,1,0,0
383,19,1965-01-23,1. FC Nürnberg,1-0,Hannover 96,1,0,0
384,19,1965-01-23,Eintracht Frankfurt,2-3,MSV Duisburg,2,3,2
385,19,1965-01-23,Hamburger SV,1-2,Borussia Neunkirchen,1,2,2
386,19,1965-01-23,Eintracht Braunschweig,1-2,FC Schalke 04,1,2,2
387,19,1965-01-23,Karlsruher SC,0-2,Werder Bremen,0,2,2
388,19,1965-01-23,Borussia Dortmund,6-3,Hertha BSC,6,3,0
389,19,1965-01-23,1. FC Köln,2-1,VfB Stuttgart,2,1,0
390,19,1965-01-23,1. FC Kaiserslautern,1-2,TSV 1860 München,1,2,2
391,20,1965-01-30,TSV 1860 München,4-4,Borussia Dortmund,4,4,1
392,20,1965-01-30,Karlsruher SC,3-1,Eintracht Frankfurt,3,1,0
393,20,1965-01-30,FC Schalke 04,1-3,1. FC Nürnberg,1,3,2
394,20,1965-01-30,MSV Duisburg,3-2,Hamburger SV,3,2,0
395,20,1965-01-30,Borussia Neunkirchen,0-0,Eintracht Braunschweig,0,0,1
396,20,1965-01-30,Hertha BSC,0-0,VfB Stuttgart,0,0,1
397,20,1965-01-30,Werder Bremen,0-0,1. FC Köln,0,0,1
398,21,1965-02-13,1. FC Nürnberg,2-2,TSV 1860 München,2,2,1
399,21,1965-02-13,Hamburger SV,0-4,Werder Bremen,0,4,2
400,21,1965-02-13,1. FC Köln,1-2,MSV Duisburg,1,2,2
401,21,1965-02-13,Borussia Dortmund,4-0,FC Schalke 04,4,0,0
402,21,1965-02-13,VfB Stuttgart,1-2,Karlsruher SC,1,2,2
403,21,1965-02-13,Eintracht Frankfurt,3-0,Hertha BSC,3,0,0
404,21,1965-02-13,Eintracht Braunschweig,2-2,Hannover 96,2,2,1
405,22,1965-02-20,FC Schalke 04,3-1,VfB Stuttgart,3,1,0
406,22,1965-02-20,Eintracht Frankfurt,2-1,Hamburger SV,2,1,0
407,22,1965-02-20,Eintracht Braunschweig,1-1,1. FC Köln,1,1,1
408,22,1965-02-20,TSV 1860 München,6-4,Hertha BSC,6,4,0
409,22,1965-02-20,MSV Duisburg,1-1,Borussia Neunkirchen,1,1,1
410,22,1965-02-20,1. FC Kaiserslautern,1-3,Borussia Dortmund,1,3,2
411,22,1965-02-20,Werder Bremen,3-0,Hannover 96,3,0,0
412,22,1965-02-20,Karlsruher SC,1-1,1. FC Nürnberg,1,1,1
413,21,1965-02-27,1. FC Kaiserslautern,2-0,Borussia Neunkirchen,2,0,0
414,18,1965-02-27,TSV 1860 München,9-0,Karlsruher SC,9,0,0
415,23,1965-03-06,Hamburger SV,2-1,Karlsruher SC,2,1,0
416,23,1965-03-06,Hannover 96,0-2,TSV 1860 München,0,2,2
417,23,1965-03-06,1. FC Nürnberg,1-0,1. FC Kaiserslautern,1,0,0
418,23,1965-03-06,1. FC Köln,3-4,Eintracht Frankfurt,3,4,2
419,23,1965-03-06,Borussia Neunkirchen,1-1,Werder Bremen,1,1,1
420,23,1965-03-06,Borussia Dortmund,5-4,Eintracht Braunschweig,5,4,0
421,23,1965-03-12,VfB Stuttgart,4-2,MSV Duisburg,4,2,0
422,23,1965-03-13,Hertha BSC,2-1,FC Schalke 04,2,1,0
423,24,1965-03-20,Karlsruher SC,2-4,1. FC Köln,2,4,2
424,24,1965-03-20,FC Schalke 04,2-2,Hannover 96,2,2,1
425,24,1965-03-20,TSV 1860 München,4-2,Borussia Neunkirchen,4,2,0
426,24,1965-03-20,Werder Bremen,1-0,VfB Stuttgart,1,0,0
427,24,1965-03-20,Eintracht Braunschweig,1-0,1. FC Nürnberg,1,0,0
428,24,1965-03-20,Eintracht Frankfurt,0-2,Borussia Dortmund,0,2,2
429,24,1965-03-20,MSV Duisburg,2-2,Hertha BSC,2,2,1
430,24,1965-03-20,1. FC Kaiserslautern,2-1,Hamburger SV,2,1,0
431,25,1965-03-27,Borussia Dortmund,5-1,Karlsruher SC,5,1,0
432,25,1965-03-27,VfB Stuttgart,3-0,TSV 1860 München,3,0,0
433,25,1965-03-27,Hertha BSC,0-0,Werder Bremen,0,0,1
434,25,1965-03-27,Hannover 96,2-0,MSV Duisburg,2,0,0
435,25,1965-03-27,1. FC Köln,3-0,1. FC Kaiserslautern,3,0,0
436,25,1965-03-27,Hamburger SV,0-1,Eintracht Braunschweig,0,1,2
437,25,1965-03-27,1. FC Nürnberg,0-0,Eintracht Frankfurt,0,0,1
438,25,1965-04-02,Borussia Neunkirchen,3-2,FC Schalke 04,3,2,0
439,26,1965-04-03,Karlsruher SC,2-1,Borussia Neunkirchen,2,1,0
440,26,1965-04-03,Eintracht Frankfurt,3-3,Hannover 96,3,3,1
441,26,1965-04-03,1. FC Kaiserslautern,1-2,Hertha BSC,1,2,2
442,26,1965-04-03,TSV 1860 München,2-3,1. FC Köln,2,3,2
443,26,1965-04-03,FC Schalke 04,1-0,Werder Bremen,1,0,0
444,26,1965-04-03,Eintracht Braunschweig,2-1,VfB Stuttgart,2,1,0
445,26,1965-04-03,Hamburger SV,2-1,1. FC Nürnberg,2,1,0
446,26,1965-04-03,MSV Duisburg,3-2,Borussia Dortmund,3,2,0
447,27,1965-04-10,Werder Bremen,3-2,TSV 1860 München,3,2,0
448,27,1965-04-10,1. FC Köln,2-1,FC Schalke 04,2,1,0
449,27,1965-04-10,Borussia Dortmund,2-0,Hamburger SV,2,0,0
450,27,1965-04-10,1. FC Nürnberg,1-1,MSV Duisburg,1,1,1
451,27,1965-04-10,Hertha BSC,0-3,Eintracht Braunschweig,0,3,2
452,27,1965-04-10,Hannover 96,4-2,Karlsruher SC,4,2,0
453,27,1965-04-10,VfB Stuttgart,1-0,1. FC Kaiserslautern,1,0,0
454,27,1965-04-10,Borussia Neunkirchen,4-0,Eintracht Frankfurt,4,0,0
455,20,1965-04-14,Hannover 96,4-0,1. FC Kaiserslautern,4,0,0
456,28,1965-04-30,Borussia Dortmund,2-1,1. FC Nürnberg,2,1,0
457,28,1965-04-30,Hamburger SV,0-0,1. FC Köln,0,0,1
458,28,1965-04-30,MSV Duisburg,2-2,Werder Bremen,2,2,1
459,28,1965-04-30,Karlsruher SC,0-1,Hertha BSC,0,1,2
460,28,1965-04-30,1. FC Kaiserslautern,2-1,Eintracht Braunschweig,2,1,0
461,28,1965-04-30,Hannover 96,1-1,Borussia Neunkirchen,1,1,1
462,28,1965-04-30,Eintracht Frankfurt,2-3,VfB Stuttgart,2,3,2
463,28,1965-04-30,TSV 1860 München,3-1,FC Schalke 04,3,1,0
464,29,1965-05-08,1. FC Köln,0-0,1. FC Nürnberg,0,0,1
465,29,1965-05-08,1. FC Kaiserslautern,0-1,Karlsruher SC,0,1,2
466,29,1965-05-08,Eintracht Braunschweig,3-2,Eintracht Frankfurt,3,2,0
467,29,1965-05-08,Hertha BSC,1-1,Borussia Neunkirchen,1,1,1
468,29,1965-05-08,VfB Stuttgart,0-3,Hannover 96,0,3,2
469,29,1965-05-08,TSV 1860 München,4-1,Hamburger SV,4,1,0
470,29,1965-05-08,Werder Bremen,3-0,Borussia Dortmund,3,0,0
471,29,1965-05-08,FC Schalke 04,1-2,MSV Duisburg,1,2,2
472,30,1965-05-15,MSV Duisburg,3-0,TSV 1860 München,3,0,0
473,30,1965-05-15,Hannover 96,3-1,Hertha BSC,3,1,0
474,30,1965-05-15,1. FC Nürnberg,2-3,Werder Bremen,2,3,2
475,30,1965-05-15,Eintracht Frankfurt,1-2,1. FC Kaiserslautern,1,2,2
476,30,1965-05-15,Borussia Dortmund,2-2,1. FC Köln,2,2,1
477,30,1965-05-15,Hamburger SV,2-4,FC Schalke 04,2,4,2
478,30,1965-05-15,Borussia Neunkirchen,3-1,VfB Stuttgart,3,1,0
479,30,1965-05-15,Karlsruher SC,3-0,Eintracht Braunschweig,3,0,0
480,1,1965-08-14,Eintracht Frankfurt,2-0,Hamburger SV,2,0,0
481,1,1965-08-14,Eintracht Braunschweig,4-0,Borussia Dortmund,4,0,0
482,1,1965-08-14,1. FC Köln,0-1,Hannover 96,0,1,2
483,1,1965-08-14,Borussia Neunkirchen,1-1,Bor. Mönchengladbach,1,1,1
484,1,1965-08-14,SC Tasmania 1900 Berlin,2-0,Karlsruher SC,2,0,0
485,1,1965-08-14,Werder Bremen,1-0,1. FC Nürnberg,1,0,0
486,1,1965-08-14,MSV Duisburg,2-2,1. FC Kaiserslautern,2,2,1
487,1,1965-08-14,TSV 1860 München,1-0,Bayern München,1,0,0
488,1,1965-08-14,VfB Stuttgart,1-0,FC Schalke 04,1,0,0
489,2,1965-08-21,VfB Stuttgart,2-0,MSV Duisburg,2,0,0
490,2,1965-08-21,Bayern München,2-0,Eintracht Frankfurt,2,0,0
491,2,1965-08-21,Hannover 96,2-1,Werder Bremen,2,1,0
492,2,1965-08-21,1. FC Kaiserslautern,3-2,1. FC Köln,3,2,0
493,2,1965-08-21,1. FC Nürnberg,1-4,TSV 1860 München,1,4,2
494,2,1965-08-21,Hamburger SV,2-1,Eintracht Braunschweig,2,1,0
495,2,1965-08-21,Bor. Mönchengladbach,5-0,SC Tasmania 1900 Berlin,5,0,0
496,2,1965-08-21,Borussia Dortmund,1-0,Borussia Neunkirchen,1,0,0
497,2,1965-08-21,FC Schalke 04,0-0,Karlsruher SC,0,0,1
498,3,1965-08-27,MSV Duisburg,5-1,FC Schalke 04,5,1,0
499,3,1965-08-28,1. FC Köln,3-1,VfB Stuttgart,3,1,0
500,3,1965-08-28,Eintracht Braunschweig,2-4,Bayern München,2,4,2
501,3,1965-08-28,Borussia Neunkirchen,1-1,Hamburger SV,1,1,1
502,3,1965-08-28,Werder Bremen,4-1,1. FC Kaiserslautern,4,1,0
503,3,1965-08-28,TSV 1860 München,5-0,Hannover 96,5,0,0
504,3,1965-08-28,SC Tasmania 1900 Berlin,0-2,Borussia Dortmund,0,2,2
505,3,1965-08-28,Karlsruher SC,3-3,Bor. Mönchengladbach,3,3,1
506,3,1965-09-03,Eintracht Frankfurt,1-2,1. FC Nürnberg,1,2,2
507,4,1965-09-04,Bayern München,6-0,Borussia Neunkirchen,6,0,0
508,4,1965-09-04,VfB Stuttgart,0-2,Werder Bremen,0,2,2
509,4,1965-09-04,1. FC Kaiserslautern,3-0,TSV 1860 München,3,0,0
510,4,1965-09-04,Borussia Dortmund,4-1,Karlsruher SC,4,1,0
511,4,1965-09-04,Hannover 96,4-1,Eintracht Frankfurt,4,1,0
512,4,1965-09-04,Hamburger SV,5-1,SC Tasmania 1900 Berlin,5,1,0
513,4,1965-09-04,1. FC Nürnberg,1-1,Eintracht Braunschweig,1,1,1
514,4,1965-09-04,MSV Duisburg,2-3,1. FC Köln,2,3,2
515,4,1965-09-04,FC Schalke 04,0-0,Bor. Mönchengladbach,0,0,1
516,5,1965-09-11,Werder Bremen,2-0,MSV Duisburg,2,0,0
517,5,1965-09-11,Borussia Neunkirchen,2-1,1. FC Nürnberg,2,1,0
518,5,1965-09-11,Karlsruher SC,1-4,Hamburger SV,1,4,2
519,5,1965-09-11,Bor. Mönchengladbach,4-5,Borussia Dortmund,4,5,2
520,5,1965-09-11,SC Tasmania 1900 Berlin,0-2,Bayern München,0,2,2
521,5,1965-09-11,Eintracht Frankfurt,6-0,1. FC Kaiserslautern,6,0,0
522,5,1965-09-11,1. FC Köln,2-1,FC Schalke 04,2,1,0
523,5,1965-09-11,Eintracht Braunschweig,2-1,Hannover 96,2,1,0
524,5,1965-09-17,TSV 1860 München,0-0,VfB Stuttgart,0,0,1
525,6,1965-09-18,1. FC Nürnberg,7-2,SC Tasmania 1900 Berlin,7,2,0
526,6,1965-09-18,MSV Duisburg,2-3,TSV 1860 München,2,3,2
527,6,1965-09-18,Hamburger SV,5-0,Bor. Mönchengladbach,5,0,0
528,6,1965-09-18,Hannover 96,6-0,Borussia Neunkirchen,6,0,0
529,6,1965-09-18,FC Schalke 04,2-3,Borussia Dortmund,2,3,2
530,6,1965-09-18,VfB Stuttgart,0-0,Eintracht Frankfurt,0,0,1
531,6,1965-09-18,1. FC Kaiserslautern,1-1,Eintracht Braunschweig,1,1,1
532,6,1965-09-18,1. FC Köln,2-0,Werder Bremen,2,0,0
533,6,1965-09-18,Bayern München,5-1,Karlsruher SC,5,1,0
534,7,1965-10-02,Bor. Mönchengladbach,1-2,Bayern München,1,2,2
535,7,1965-10-02,TSV 1860 München,2-1,1. FC Köln,2,1,0
536,7,1965-10-02,Borussia Dortmund,2-2,Hamburger SV,2,2,1
537,7,1965-10-02,Werder Bremen,2-0,FC Schalke 04,2,0,0
538,7,1965-10-02,SC Tasmania 1900 Berlin,1-5,Hannover 96,1,5,2
539,7,1965-10-02,Eintracht Frankfurt,2-0,MSV Duisburg,2,0,0
540,7,1965-10-02,Eintracht Braunschweig,1-1,VfB Stuttgart,1,1,1
541,7,1965-10-02,Karlsruher SC,1-2,1. FC Nürnberg,1,2,2
542,7,1965-10-02,Borussia Neunkirchen,1-4,1. FC Kaiserslautern,1,4,2
543,8,1965-10-16,FC Schalke 04,2-1,Hamburger SV,2,1,0
544,8,1965-10-16,MSV Duisburg,4-1,Eintracht Braunschweig,4,1,0
545,8,1965-10-16,Hannover 96,5-2,Karlsruher SC,5,2,0
546,8,1965-10-16,Bayern München,0-2,Borussia Dortmund,0,2,2
547,8,1965-10-16,1. FC Köln,1-0,Eintracht Frankfurt,1,0,0
548,8,1965-10-16,Werder Bremen,0-2,TSV 1860 München,0,2,2
549,8,1965-10-16,1. FC Kaiserslautern,0-0,SC Tasmania 1900 Berlin,0,0,1
550,8,1965-10-16,1. FC Nürnberg,2-2,Bor. Mönchengladbach,2,2,1
551,8,1965-10-16,VfB Stuttgart,2-0,Borussia Neunkirchen,2,0,0
552,9,1965-10-20,Bor. Mönchengladbach,2-0,Hannover 96,2,0,0
553,9,1965-10-20,Hamburger SV,0-4,Bayern München,0,4,2
554,9,1965-10-20,TSV 1860 München,3-0,FC Schalke 04,3,0,0
555,9,1965-10-20,Eintracht Frankfurt,1-0,Werder Bremen,1,0,0
556,9,1965-10-20,Karlsruher SC,1-0,1. FC Kaiserslautern,1,0,0
557,9,1965-10-20,Borussia Dortmund,2-0,1. FC Nürnberg,2,0,0
558,9,1965-10-20,Borussia Neunkirchen,0-1,MSV Duisburg,0,1,2
559,9,1965-10-20,SC Tasmania 1900 Berlin,0-2,VfB Stuttgart,0,2,2
560,9,1965-10-20,Eintracht Braunschweig,1-2,1. FC Köln,1,2,2
561,10,1965-10-23,TSV 1860 München,4-2,Eintracht Frankfurt,4,2,0
562,10,1965-10-23,Hannover 96,1-1,Borussia Dortmund,1,1,1
563,10,1965-10-23,1. FC Kaiserslautern,1-2,Bor. Mönchengladbach,1,2,2
564,10,1965-10-23,1. FC Köln,4-2,Borussia Neunkirchen,4,2,0
565,10,1965-10-23,MSV Duisburg,3-0,SC Tasmania 1900 Berlin,3,0,0
566,10,1965-10-23,1. FC Nürnberg,5-0,Hamburger SV,5,0,0
567,10,1965-10-23,Werder Bremen,4-0,Eintracht Braunschweig,4,0,0
568,10,1965-10-23,FC Schalke 04,1-1,Bayern München,1,1,1
569,10,1965-10-23,VfB Stuttgart,1-0,Karlsruher SC,1,0,0
570,11,1965-10-30,Hamburger SV,2-1,Hannover 96,2,1,0
571,11,1965-10-30,Bayern München,0-0,1. FC Nürnberg,0,0,1
572,11,1965-10-30,Borussia Dortmund,4-0,1. FC Kaiserslautern,4,0,0
573,11,1965-10-30,Eintracht Frankfurt,4-1,FC Schalke 04,4,1,0
574,11,1965-10-30,Eintracht Braunschweig,2-2,TSV 1860 München,2,2,1
575,11,1965-10-30,Bor. Mönchengladbach,1-0,VfB Stuttgart,1,0,0
576,11,1965-10-30,SC Tasmania 1900 Berlin,0-6,1. FC Köln,0,6,2
577,11,1965-10-30,Karlsruher SC,0-4,MSV Duisburg,0,4,2
578,11,1965-11-05,Borussia Neunkirchen,1-2,Werder Bremen,1,2,2
579,12,1965-11-06,MSV Duisburg,3-2,Bor. Mönchengladbach,3,2,0
580,12,1965-11-06,Werder Bremen,5-0,SC Tasmania 1900 Berlin,5,0,0
581,12,1965-11-06,Eintracht Frankfurt,4-1,Eintracht Braunschweig,4,1,0
582,12,1965-11-06,FC Schalke 04,1-0,1. FC Nürnberg,1,0,0
583,12,1965-11-06,VfB Stuttgart,1-1,Borussia Dortmund,1,1,1
584,12,1965-11-06,1. FC Kaiserslautern,2-1,Hamburger SV,2,1,0
585,12,1965-11-06,TSV 1860 München,4-1,Borussia Neunkirchen,4,1,0
586,12,1965-11-06,Hannover 96,3-4,Bayern München,3,4,2
587,12,1965-11-06,1. FC Köln,2-0,Karlsruher SC,2,0,0
588,13,1965-11-20,Bor. Mönchengladbach,2-3,1. FC Köln,2,3,2
589,13,1965-11-20,Borussia Neunkirchen,1-6,Eintracht Frankfurt,1,6,2
590,13,1965-11-20,Karlsruher SC,3-2,Werder Bremen,3,2,0
591,13,1965-11-20,Borussia Dortmund,1-1,MSV Duisburg,1,1,1
592,13,1965-11-20,SC Tasmania 1900 Berlin,0-5,TSV 1860 München,0,5,2
593,13,1965-11-20,1. FC Nürnberg,2-1,Hannover 96,2,1,0
594,13,1965-11-20,Hamburger SV,4-1,VfB Stuttgart,4,1,0
595,13,1965-11-20,Bayern München,3-0,1. FC Kaiserslautern,3,0,0
596,13,1965-11-20,Eintracht Braunschweig,3-0,FC Schalke 04,3,0,0
597,14,1965-11-27,Werder Bremen,2-0,Bor. Mönchengladbach,2,0,0
598,14,1965-11-27,MSV Duisburg,3-1,Hamburger SV,3,1,0
599,14,1965-11-27,TSV 1860 München,2-0,Karlsruher SC,2,0,0
600,14,1965-11-27,Eintracht Braunschweig,1-2,Borussia Neunkirchen,1,2,2
601,14,1965-11-27,1. FC Köln,1-2,Borussia Dortmund,1,2,2
602,14,1965-11-27,Eintracht Frankfurt,4-0,SC Tasmania 1900 Berlin,4,0,0
603,14,1965-11-27,VfB Stuttgart,0-1,Bayern München,0,1,2
604,14,1965-11-27,FC Schalke 04,1-0,Hannover 96,1,0,0
605,14,1965-12-03,1. FC Kaiserslautern,0-0,1. FC Nürnberg,0,0,1
606,15,1965-12-04,Hamburger SV,2-2,1. FC Köln,2,2,1
607,15,1965-12-04,Hannover 96,4-0,1. FC Kaiserslautern,4,0,0
608,15,1965-12-04,Borussia Neunkirchen,1-0,FC Schalke 04,1,0,0
609,15,1965-12-04,Borussia Dortmund,2-1,Werder Bremen,2,1,0
610,15,1965-12-04,Karlsruher SC,4-0,Eintracht Frankfurt,4,0,0
611,15,1965-12-04,Bayern München,3-0,MSV Duisburg,3,0,0
612,15,1965-12-04,1. FC Nürnberg,1-1,VfB Stuttgart,1,1,1
613,16,1965-12-11,Werder Bremen,2-0,Hamburger SV,2,0,0
614,16,1965-12-11,Eintracht Braunschweig,2-0,Karlsruher SC,2,0,0
615,16,1965-12-11,TSV 1860 München,2-1,Borussia Dortmund,2,1,0
616,16,1965-12-11,FC Schalke 04,2-1,1. FC Kaiserslautern,2,1,0
617,16,1965-12-11,Borussia Neunkirchen,3-1,SC Tasmania 1900 Berlin,3,1,0
618,16,1965-12-11,VfB Stuttgart,4-2,Hannover 96,4,2,0
619,16,1965-12-11,Eintracht Frankfurt,3-1,Bor. Mönchengladbach,3,1,0
620,16,1965-12-11,1. FC Köln,6-1,Bayern München,6,1,0
621,17,1965-12-18,Hannover 96,0-3,MSV Duisburg,0,3,2
622,17,1965-12-18,Bor. Mönchengladbach,1-0,Eintracht Braunschweig,1,0,0
623,17,1965-12-18,Karlsruher SC,1-1,Borussia Neunkirchen,1,1,1
624,17,1965-12-18,Hamburger SV,1-2,TSV 1860 München,1,2,2
625,17,1965-12-18,SC Tasmania 1900 Berlin,1-2,FC Schalke 04,1,2,2
626,17,1965-12-18,1. FC Nürnberg,2-0,1. FC Köln,2,0,0
627,17,1965-12-18,Bayern München,3-1,Werder Bremen,3,1,0
628,17,1965-12-24,1. FC Kaiserslautern,1-2,VfB Stuttgart,1,2,2
629,15,1965-12-29,Bor. Mönchengladbach,1-1,TSV 1860 München,1,1,1
630,16,1965-12-29,MSV Duisburg,1-2,1. FC Nürnberg,1,2,2
631,15,1965-12-31,SC Tasmania 1900 Berlin,0-2,Eintracht Braunschweig,0,2,2
632,18,1966-01-08,1. FC Kaiserslautern,1-0,MSV Duisburg,1,0,0
633,18,1966-01-08,Bor. Mönchengladbach,4-1,Borussia Neunkirchen,4,1,0
634,18,1966-01-08,Hamburger SV,0-1,Eintracht Frankfurt,0,1,2
635,18,1966-01-08,1. FC Nürnberg,2-1,Werder Bremen,2,1,0
636,18,1966-01-08,Hannover 96,1-1,1. FC Köln,1,1,1
637,18,1966-01-08,Borussia Dortmund,1-1,Eintracht Braunschweig,1,1,1
638,18,1966-01-08,Karlsruher SC,3-0,SC Tasmania 1900 Berlin,3,0,0
639,18,1966-01-14,Bayern München,3-0,TSV 1860 München,3,0,0
640,18,1966-01-14,FC Schalke 04,2-0,VfB Stuttgart,2,0,0
641,19,1966-01-15,TSV 1860 München,1-1,1. FC Nürnberg,1,1,1
642,19,1966-01-15,SC Tasmania 1900 Berlin,0-0,Bor. Mönchengladbach,0,0,1
643,19,1966-01-15,Borussia Neunkirchen,1-3,Borussia Dortmund,1,3,2
644,19,1966-01-15,Eintracht Frankfurt,0-0,Bayern München,0,0,1
645,19,1966-01-15,Werder Bremen,3-3,Hannover 96,3,3,1
646,19,1966-01-15,1. FC Köln,3-2,1. FC Kaiserslautern,3,2,0
647,19,1966-01-15,Eintracht Braunschweig,1-4,Hamburger SV,1,4,2
648,19,1966-01-15,Karlsruher SC,1-0,FC Schalke 04,1,0,0
649,19,1966-01-15,MSV Duisburg,5-2,VfB Stuttgart,5,2,0
650,17,1966-01-19,Borussia Dortmund,3-0,Eintracht Frankfurt,3,0,0
651,20,1966-01-29,Hamburger SV,3-0,Borussia Neunkirchen,3,0,0
652,20,1966-01-29,1. FC Kaiserslautern,2-3,Werder Bremen,2,3,2
653,20,1966-01-29,VfB Stuttgart,0-1,1. FC Köln,0,1,2
654,20,1966-01-29,1. FC Nürnberg,0-0,Eintracht Frankfurt,0,0,1
655,20,1966-01-29,FC Schalke 04,0-0,MSV Duisburg,0,0,1
656,20,1966-01-29,Hannover 96,0-1,TSV 1860 München,0,1,2
657,20,1966-01-29,Bayern München,2-2,Eintracht Braunschweig,2,2,1
658,20,1966-01-29,Borussia Dortmund,3-1,SC Tasmania 1900 Berlin,3,1,0
659,20,1966-01-29,Bor. Mönchengladbach,1-1,Karlsruher SC,1,1,1
660,21,1966-02-05,Eintracht Braunschweig,3-0,1. FC Nürnberg,3,0,0
661,21,1966-02-05,1. FC Köln,1-1,MSV Duisburg,1,1,1
662,21,1966-02-05,Eintracht Frankfurt,0-1,Hannover 96,0,1,2
663,21,1966-02-05,Bor. Mönchengladbach,2-0,FC Schalke 04,2,0,0
664,21,1966-02-05,Werder Bremen,3-1,VfB Stuttgart,3,1,0
665,21,1966-02-05,SC Tasmania 1900 Berlin,0-4,Hamburger SV,0,4,2
666,21,1966-02-05,Borussia Neunkirchen,0-4,Bayern München,0,4,2
667,21,1966-02-05,Karlsruher SC,0-0,Borussia Dortmund,0,0,1
668,22,1966-02-12,FC Schalke 04,0-0,1. FC Köln,0,0,1
669,22,1966-02-12,1. FC Kaiserslautern,5-2,Eintracht Frankfurt,5,2,0
670,22,1966-02-12,VfB Stuttgart,0-0,TSV 1860 München,0,0,1
671,22,1966-02-12,MSV Duisburg,1-2,Werder Bremen,1,2,2
672,22,1966-02-12,Borussia Dortmund,3-1,Bor. Mönchengladbach,3,1,0
673,22,1966-02-12,Hamburger SV,8-0,Karlsruher SC,8,0,0
674,22,1966-02-12,1. FC Nürnberg,3-1,Borussia Neunkirchen,3,1,0
675,22,1966-02-12,Bayern München,2-1,SC Tasmania 1900 Berlin,2,1,0
676,23,1966-02-26,Bor. Mönchengladbach,0-0,Hamburger SV,0,0,1
677,23,1966-02-26,SC Tasmania 1900 Berlin,0-1,1. FC Nürnberg,0,1,2
678,23,1966-02-26,Eintracht Braunschweig,1-1,1. FC Kaiserslautern,1,1,1
679,23,1966-02-26,Karlsruher SC,1-0,Bayern München,1,0,0
680,23,1966-02-26,Werder Bremen,2-1,1. FC Köln,2,1,0
681,23,1966-02-26,Borussia Neunkirchen,1-0,Hannover 96,1,0,0
682,23,1966-02-26,Borussia Dortmund,7-0,FC Schalke 04,7,0,0
683,23,1966-02-26,Eintracht Frankfurt,3-2,VfB Stuttgart,3,2,0
684,23,1966-02-26,TSV 1860 München,3-3,MSV Duisburg,3,3,1
685,24,1966-03-05,MSV Duisburg,0-0,Eintracht Frankfurt,0,0,1
